transition_id,transition_date,from_sku,to_sku,from_package_size,to_package_size,worker_skill,crew_size,days_since_last_clean,equipment_condition,shift,day_of_week,setup_time,labor_cost,material_loss,wash_cost,packaging_time,downtime,sequence_violation_ref
TR-0324,2026-04-10,SKU-YELLOW-001,SKU-IVORY-001,1L,4L,0.3,4,7,0.7,night,4,21.54,73235.66,2.42,33914.42,11.96,9.79,0
TR-0325,2026-04-11,SKU-ORANGE-001,SKU-YELLOW-001,4L,4L,0.9,3,2,1.0,night,5,17.94,45745.39,2.18,29331.92,7.83,8.15,0
TR-0326,2026-04-12,SKU-GOLD-001,SKU-GREEN-001,4L,18L,0.9,4,0,1.0,day,6,25.85,87896.9,3.13,39402.58,12.35,11.75,1
TR-0327,2026-04-13,SKU-RED-001,SKU-PURPLE-001,4L,18L,0.6,3,7,0.7,day,0,23.71,60469.23,2.84,36680.72,12.16,10.78,0
TR-0328,2026-04-14,SKU-ORANGE-001,SKU-BLUE-001,4L,18L,0.6,2,4,1.0,night,1,22.98,39072.74,2.82,35752.32,12.09,10.45,0
TR-0329,2026-04-15,SKU-BLACK-001,SKU-GREEN-001,1L,4L,0.6,5,4,1.0,day,2,23.98,101915.49,2.99,37020.15,12.18,10.9,0
TR-0330,2026-04-16,SKU-BLACK-001,SKU-GRAY-001,18L,1L,0.6,2,5,0.3,day,3,28.67,48737.12,3.65,42987.68,12.61,13.03,0
TR-0331,2026-04-17,SKU-RED-001,SKU-RED-001,18L,1L,0.9,2,7,0.3,night,4,17.18,29203.58,1.87,23363.64,11.56,7.81,0
TR-0332,2026-04-18,SKU-PURPLE-001,SKU-SILVER-001,1L,1L,0.9,5,3,1.0,night,5,27.86,118411.25,3.61,41960.05,8.73,12.66,1
TR-0333,2026-04-19,SKU-GRAY-001,SKU-BLACK-001,1L,18L,0.9,4,0,0.7,day,6,25.29,85970.33,3.28,38681.41,12.3,11.49,0
TR-0334,2026-04-20,SKU-ORANGE-001,SKU-BLACK-001,18L,4L,0.9,3,6,1.0,day,0,27.22,69417.37,3.53,41146.82,12.47,12.37,0
TR-0335,2026-04-21,SKU-ORANGE-001,SKU-GOLD-001,18L,4L,0.3,2,7,0.3,day,1,28.38,48249.27,3.23,42622.45,12.58,12.9,0
TR-0336,2026-04-22,SKU-RED-001,SKU-BLACK-001,18L,18L,0.3,2,6,0.7,night,2,23.49,39925.31,3.01,36390.61,8.34,10.68,0
TR-0337,2026-04-23,SKU-GOLD-001,SKU-GOLD-001,18L,1L,0.9,2,4,0.7,day,3,14.9,25327.95,1.63,20462.1,11.35,6.77,0
TR-0338,2026-04-24,SKU-IVORY-001,SKU-PURPLE-001,1L,18L,0.6,3,6,1.0,night,4,28.92,73735.01,3.81,43301.79,12.63,13.14,0
TR-0339,2026-04-25,SKU-PURPLE-001,SKU-GOLD-001,1L,4L,0.6,5,0,0.3,day,5,30.89,131281.2,3.87,45814.16,12.81,14.04,0
TR-0340,2026-04-26,SKU-YELLOW-001,SKU-GOLD-001,18L,1L,0.3,3,4,0.3,night,6,27.87,71068.05,3.13,41970.69,12.53,12.67,0
TR-0341,2026-04-27,SKU-SILVER-001,SKU-SILVER-001,4L,4L,0.3,2,7,0.7,day,0,13.97,23742.47,1.52,19275.11,7.47,6.35,0
TR-0342,2026-04-28,SKU-GRAY-001,SKU-GRAY-001,4L,4L,0.3,2,1,0.7,night,1,11.42,19420.66,1.25,16039.53,7.24,5.19,0
TR-0343,2026-04-29,SKU-PURPLE-001,SKU-GREEN-001,1L,4L,0.6,5,6,1.0,night,2,22.2,94362.48,2.61,34758.28,12.02,10.09,0
TR-0344,2026-04-30,SKU-ORANGE-001,SKU-GRAY-001,18L,1L,0.3,2,7,1.0,day,3,20.27,34453.52,2.24,32294.08,11.84,9.21,0
TR-0345,2026-05-01,SKU-BLUE-001,SKU-IVORY-001,18L,18L,0.3,2,3,1.0,night,4,25.72,43720.61,3.41,39232.01,8.54,11.69,1
TR-0346,2026-05-02,SKU-PURPLE-001,SKU-ORANGE-001,18L,18L,0.3,3,0,0.3,night,5,22.12,56412.74,2.78,34656.09,8.21,10.06,0
TR-0347,2026-05-03,SKU-SILVER-001,SKU-PURPLE-001,1L,18L,0.9,5,4,1.0,day,6,30.51,129651.34,3.89,45326.07,12.77,13.87,1
TR-0348,2026-05-04,SKU-BLACK-001,SKU-BLACK-001,1L,18L,0.3,2,5,0.7,night,0,15.81,26870.62,1.72,21617.04,11.44,7.18,0
TR-0349,2026-05-05,SKU-GRAY-001,SKU-WHITE-001,18L,1L,0.6,4,7,0.3,night,1,27.39,93130.01,3.4,41361.5,12.49,12.45,0
TR-0350,2026-05-06,SKU-YELLOW-001,SKU-YELLOW-001,4L,18L,0.9,4,2,0.3,day,2,15.21,51723.97,1.66,20861.92,11.38,6.91,0
TR-0351,2026-05-07,SKU-GOLD-001,SKU-RED-001,1L,4L,0.9,3,2,0.3,night,3,27.92,71190.98,3.29,42032.04,12.54,12.69,1
TR-0352,2026-05-08,SKU-RED-001,SKU-GREEN-001,4L,4L,0.3,4,5,1.0,day,4,17.37,59070.54,1.96,28611.97,7.78,7.9,0
TR-0353,2026-05-09,SKU-BLUE-001,SKU-GOLD-001,18L,4L,0.9,4,7,0.3,night,5,31.7,107772.8,3.9,46842.76,12.88,14.41,0
TR-0354,2026-05-10,SKU-PURPLE-001,SKU-WHITE-001,18L,1L,0.9,5,1,0.7,night,6,29.48,125297.26,3.96,44022.17,12.68,13.4,1
TR-0355,2026-05-11,SKU-WHITE-001,SKU-GREEN-001,1L,18L,0.6,3,0,0.3,night,0,27.54,70222.45,3.56,41548.64,12.5,12.52,0
TR-0356,2026-05-12,SKU-PURPLE-001,SKU-GREEN-001,4L,1L,0.3,5,5,1.0,night,1,22.25,94558.28,2.62,34816.92,12.02,10.11,0
TR-0357,2026-05-13,SKU-ORANGE-001,SKU-PURPLE-001,1L,18L,0.6,4,4,0.3,night,2,25.38,86283.95,3.14,38798.8,12.31,11.54,0
TR-0358,2026-05-14,SKU-RED-001,SKU-WHITE-001,1L,4L,0.9,2,4,0.3,day,3,28.36,48215.2,3.58,42596.94,12.58,12.89,0
TR-0359,2026-05-15,SKU-RED-001,SKU-RED-001,4L,1L,0.9,4,1,1.0,night,4,12.86,43740.87,1.4,17873.59,11.17,5.85,0
TR-0360,2026-04-01,SKU-PURPLE-001,SKU-RED-001,1L,18L,0.9,5,5,0.7,day,2,22.02,93582.32,2.66,34524.65,12.0,10.01,0
TR-0361,2026-04-02,SKU-GRAY-001,SKU-BLUE-001,18L,18L,0.6,5,1,0.7,night,3,19.93,84722.38,2.45,31871.41,8.01,9.06,0
TR-0362,2026-04-03,SKU-ORANGE-001,SKU-BLUE-001,18L,4L,0.9,3,6,0.3,day,4,25.61,65302.36,3.1,39092.98,12.33,11.64,0
TR-0363,2026-04-04,SKU-IVORY-001,SKU-RED-001,18L,1L,0.9,2,4,0.7,day,5,25.32,43042.14,3.16,38724.06,12.3,11.51,0
TR-0364,2026-04-05,SKU-SILVER-001,SKU-GRAY-001,18L,18L,0.9,4,2,1.0,night,6,23.17,78763.71,2.76,35983.74,8.31,10.53,1
TR-0365,2026-04-06,SKU-BLACK-001,SKU-BLUE-001,4L,1L,0.3,2,1,0.3,night,0,23.12,39296.34,2.77,35919.72,12.1,10.51,0
TR-0366,2026-04-07,SKU-IVORY-001,SKU-SILVER-001,18L,4L,0.6,5,0,0.3,day,1,25.89,110042.75,2.91,39453.98,12.35,11.77,0
TR-0367,2026-04-08,SKU-GRAY-001,SKU-BLUE-001,4L,18L,0.9,4,7,0.7,night,2,24.85,84495.16,2.99,38129.21,12.26,11.3,0
TR-0368,2026-04-09,SKU-GREEN-001,SKU-GRAY-001,4L,1L,0.6,5,1,0.3,night,3,21.99,93464.11,2.54,34489.25,12.0,10.0,0
TR-0369,2026-04-10,SKU-GREEN-001,SKU-ORANGE-001,4L,18L,0.3,5,2,0.7,day,4,21.2,90081.49,2.49,33476.27,11.93,9.63,0
TR-0370,2026-04-11,SKU-PURPLE-001,SKU-ORANGE-001,4L,18L,0.9,5,7,1.0,night,5,24.39,103647.52,3.03,37538.83,12.22,11.09,0
TR-0371,2026-04-12,SKU-GOLD-001,SKU-GREEN-001,18L,4L,0.6,2,1,0.7,night,6,27.1,46069.26,3.27,40990.35,12.46,12.32,1
TR-0372,2026-04-13,SKU-BLACK-001,SKU-PURPLE-001,4L,4L,0.9,2,6,0.7,day,0,19.59,33300.16,2.33,31430.6,7.98,8.9,0
TR-0373,2026-04-14,SKU-GOLD-001,SKU-RED-001,1L,18L,0.6,2,6,1.0,day,1,26.94,45794.94,3.18,40784.98,12.45,12.24,1
TR-0374,2026-04-15,SKU-RED-001,SKU-GOLD-001,18L,18L,0.6,2,0,0.3,night,2,24.52,41687.37,2.92,37709.79,8.43,11.15,0
TR-0375,2026-04-16,SKU-BLACK-001,SKU-GREEN-001,1L,1L,0.3,4,0,0.3,day,3,22.49,76465.66,2.83,35123.51,8.24,10.22,0
TR-0376,2026-04-17,SKU-IVORY-001,SKU-BLUE-001,18L,1L,0.9,2,5,0.3,day,4,30.0,51007.96,3.87,44687.78,12.73,13.64,0
TR-0377,2026-04-18,SKU-ORANGE-001,SKU-RED-001,1L,18L,0.6,3,1,0.7,night,5,20.1,51250.43,2.3,32079.54,11.83,9.14,0
TR-0378,2026-04-19,SKU-RED-001,SKU-BLACK-001,1L,4L,0.9,3,3,0.3,night,6,25.3,64525.5,3.2,38705.24,12.3,11.5,0
TR-0379,2026-04-20,SKU-GOLD-001,SKU-PURPLE-001,18L,4L,0.3,2,5,1.0,day,0,31.19,53028.36,3.9,46200.37,12.84,14.18,1
TR-0380,2026-04-21,SKU-WHITE-001,SKU-GREEN-001,1L,1L,0.6,5,2,1.0,night,1,23.93,101703.36,3.17,36956.62,8.38,10.88,0
TR-0381,2026-04-22,SKU-ORANGE-001,SKU-ORANGE-001,1L,4L,0.3,2,0,0.7,night,2,14.18,24098.28,1.55,19541.49,11.29,6.44,0
TR-0382,2026-04-23,SKU-BLUE-001,SKU-ORANGE-001,4L,1L,0.6,4,5,1.0,night,3,23.81,80955.2,2.91,36804.09,12.16,10.82,0
TR-0383,2026-04-24,SKU-PURPLE-001,SKU-SILVER-001,1L,1L,0.9,3,3,0.3,night,4,30.04,76592.27,3.84,44727.87,8.93,13.65,1
TR-0384,2026-04-25,SKU-PURPLE-001,SKU-PURPLE-001,18L,18L,0.9,3,6,0.7,night,5,12.68,32337.47,1.38,17639.91,7.35,5.76,0
TR-0385,2026-04-26,SKU-YELLOW-001,SKU-GOLD-001,18L,1L,0.9,3,7,0.3,day,6,27.52,70167.51,3.09,41521.22,12.5,12.51,0
TR-0386,2026-04-27,SKU-WHITE-001,SKU-GREEN-001,18L,18L,0.9,2,2,1.0,night,0,23.29,39598.23,3.1,36145.73,8.32,10.59,0
TR-0387,2026-04-28,SKU-SILVER-001,SKU-GRAY-001,4L,4L,0.6,3,4,1.0,day,1,24.03,61270.41,2.85,37080.6,8.38,10.92,1
TR-0388,2026-04-29,SKU-BLUE-001,SKU-BLUE-001,18L,1L,0.6,5,7,1.0,night,2,15.02,63819.52,1.64,20611.73,11.37,6.83,0
TR-0389,2026-04-30,SKU-GREEN-001,SKU-ORANGE-001,1L,4L,0.6,4,0,1.0,day,3,19.33,65716.9,2.29,31099.91,11.76,8.79,0
TR-0390,2026-05-01,SKU-IVORY-001,SKU-YELLOW-001,1L,18L,0.6,2,7,0.3,night,4,22.1,37567.81,2.48,34625.63,12.01,10.04,0
TR-0391,2026-05-02,SKU-YELLOW-001,SKU-GOLD-001,1L,4L,0.9,3,0,0.3,night,5,25.61,65317.06,2.88,39100.31,12.33,11.64,0
TR-0392,2026-05-03,SKU-WHITE-001,SKU-ORANGE-001,1L,18L,0.9,2,5,1.0,night,6,24.09,40945.36,3.01,37154.28,12.19,10.95,0
TR-0393,2026-05-04,SKU-BLACK-001,SKU-GREEN-001,4L,4L,0.6,3,5,0.7,day,0,22.22,56650.79,2.8,34774.9,8.22,10.1,0
TR-0394,2026-05-05,SKU-WHITE-001,SKU-YELLOW-001,4L,18L,0.3,3,6,1.0,night,1,22.11,56392.37,2.57,34645.92,12.01,10.05,0
TR-0395,2026-05-06,SKU-ORANGE-001,SKU-SILVER-001,4L,4L,0.9,4,0,1.0,day,2,20.95,71240.26,2.49,33167.48,8.1,9.52,0
TR-0396,2026-05-07,SKU-BLACK-001,SKU-WHITE-001,1L,18L,0.3,4,0,0.7,night,3,33.33,113334.57,4.57,48924.71,13.03,15.15,1
TR-0397,2026-05-08,SKU-GOLD-001,SKU-WHITE-001,18L,18L,0.9,2,7,0.7,day,4,26.75,45479.73,3.16,40549.0,8.63,12.16,1
TR-0398,2026-05-09,SKU-YELLOW-001,SKU-PURPLE-001,4L,18L,0.6,4,3,1.0,night,5,26.75,90936.16,3.51,40540.28,12.43,12.16,0
TR-0399,2026-05-10,SKU-GOLD-001,SKU-YELLOW-001,18L,1L,0.3,5,0,0.3,day,6,26.08,110825.48,2.93,39688.38,12.37,11.85,1
TR-0400,2026-05-11,SKU-SILVER-001,SKU-GOLD-001,1L,1L,0.6,4,4,0.3,night,0,18.87,64163.03,2.13,30518.25,7.92,8.58,0
TR-0401,2026-05-12,SKU-PURPLE-001,SKU-GRAY-001,1L,4L,0.9,3,2,0.7,day,1,23.3,59424.65,2.88,36159.36,12.12,10.59,0
TR-0402,2026-05-13,SKU-PURPLE-001,SKU-PURPLE-001,4L,1L,0.3,5,1,0.3,day,2,15.37,65341.74,1.68,21067.58,11.4,6.99,0
TR-0403,2026-05-14,SKU-WHITE-001,SKU-BLUE-001,4L,18L,0.3,4,0,1.0,day,3,28.37,96455.66,3.78,42606.4,12.58,12.9,0
TR-0404,2026-05-15,SKU-YELLOW-001,SKU-IVORY-001,1L,4L,0.3,3,2,0.7,night,4,20.03,51079.05,2.25,31994.0,11.82,9.1,0
TR-0405,2026-04-01,SKU-WHITE-001,SKU-WHITE-001,4L,1L,0.6,3,4,0.3,night,2,16.26,41467.22,1.77,22196.65,11.48,7.39,0
TR-0406,2026-04-02,SKU-BLUE-001,SKU-WHITE-001,4L,18L,0.6,5,3,1.0,day,3,29.08,123596.75,3.86,43512.93,12.64,13.22,1
TR-0407,2026-04-03,SKU-BLUE-001,SKU-BLACK-001,1L,18L,0.3,4,1,1.0,night,4,21.05,71582.9,2.54,33295.74,11.91,9.57,0
TR-0408,2026-04-04,SKU-GREEN-001,SKU-BLACK-001,1L,18L,0.3,5,7,0.3,night,5,27.53,116981.92,3.38,41532.02,12.5,12.51,0
TR-0409,2026-04-05,SKU-GRAY-001,SKU-RED-001,4L,18L,0.6,4,4,0.7,day,6,21.17,71991.46,2.39,33448.67,11.92,9.62,0
TR-0410,2026-04-06,SKU-BLUE-001,SKU-GRAY-001,1L,1L,0.6,2,3,0.3,night,0,21.88,37196.98,2.66,34348.01,8.19,9.95,0
TR-0411,2026-04-07,SKU-ORANGE-001,SKU-IVORY-001,1L,1L,0.9,2,6,1.0,night,1,20.31,34533.24,2.5,32353.76,8.05,9.23,0
TR-0412,2026-04-08,SKU-PURPLE-001,SKU-SILVER-001,18L,4L,0.9,2,6,1.0,day,2,31.54,53616.98,4.01,46641.06,12.87,14.34,1
TR-0413,2026-04-09,SKU-GOLD-001,SKU-IVORY-001,18L,18L,0.6,5,0,1.0,day,3,22.73,96619.97,2.64,35434.32,8.27,10.33,1
TR-0414,2026-04-10,SKU-BLACK-001,SKU-GREEN-001,4L,18L,0.9,2,1,0.3,day,4,24.74,42058.74,3.08,37987.83,12.25,11.25,0
TR-0415,2026-04-11,SKU-ORANGE-001,SKU-BLACK-001,4L,18L,0.9,4,7,0.3,night,5,28.86,98136.17,3.7,43235.47,12.62,13.12,0
TR-0416,2026-04-12,SKU-PURPLE-001,SKU-IVORY-001,4L,18L,0.3,5,3,1.0,day,6,28.59,121516.43,3.77,42889.95,12.6,13.0,1
TR-0417,2026-04-13,SKU-ORANGE-001,SKU-GREEN-001,4L,1L,0.9,4,3,1.0,day,0,20.22,68762.11,2.38,32239.83,11.84,9.19,0
TR-0418,2026-04-14,SKU-RED-001,SKU-GREEN-001,18L,1L,0.3,2,0,1.0,night,1,18.8,31957.24,2.12,30425.2,11.71,8.54,0
TR-0419,2026-04-15,SKU-IVORY-001,SKU-IVORY-001,1L,1L,0.6,3,4,0.7,day,2,12.61,32152.42,1.38,17547.56,7.35,5.73,0
TR-0420,2026-04-16,SKU-RED-001,SKU-GRAY-001,4L,4L,0.9,3,3,0.7,day,3,17.8,45394.01,2.02,29156.55,7.82,8.09,0
TR-0421,2026-04-17,SKU-GOLD-001,SKU-IVORY-001,4L,1L,0.6,4,7,1.0,night,4,27.82,94572.5,3.19,41901.47,12.53,12.64,1
TR-0422,2026-04-18,SKU-IVORY-001,SKU-BLUE-001,18L,4L,0.3,5,3,0.7,day,5,29.17,123972.71,3.78,43625.52,12.65,13.26,0
TR-0423,2026-04-19,SKU-GRAY-001,SKU-RED-001,1L,4L,0.6,2,6,1.0,day,6,20.7,35192.35,2.34,32847.21,11.88,9.41,0
TR-0424,2026-04-20,SKU-IVORY-001,SKU-GRAY-001,1L,18L,0.6,3,3,0.3,day,0,24.64,62844.31,3.01,37866.14,12.24,11.2,0
TR-0425,2026-04-21,SKU-GOLD-001,SKU-BLACK-001,4L,1L,0.6,4,3,0.7,night,1,33.81,114938.23,4.38,49525.01,13.07,15.37,1
TR-0426,2026-04-22,SKU-ORANGE-001,SKU-ORANGE-001,4L,18L,0.9,5,6,0.3,day,2,16.52,70189.76,1.8,22519.39,11.5,7.51,0
TR-0427,2026-04-23,SKU-ORANGE-001,SKU-ORANGE-001,18L,1L,0.3,3,1,1.0,day,3,13.94,35534.58,1.52,19235.62,11.27,6.33,0
TR-0428,2026-04-24,SKU-GRAY-001,SKU-RED-001,1L,1L,0.3,4,1,1.0,day,4,17.08,58084.67,1.94,28242.93,7.75,7.77,0
TR-0429,2026-04-25,SKU-PURPLE-001,SKU-YELLOW-001,18L,4L,0.9,2,5,1.0,night,5,27.17,46193.52,3.55,41083.38,12.47,12.35,1
TR-0430,2026-04-26,SKU-YELLOW-001,SKU-BLUE-001,1L,1L,0.3,3,1,1.0,day,6,23.8,60688.98,3.13,36790.4,8.36,10.82,0
TR-0431,2026-04-27,SKU-WHITE-001,SKU-IVORY-001,4L,18L,0.3,5,0,0.3,day,0,16.57,70419.84,1.9,22588.29,11.51,7.53,0
TR-0432,2026-04-28,SKU-BLUE-001,SKU-BLACK-001,1L,1L,0.3,5,0,0.7,night,1,19.07,81064.96,2.33,30776.14,7.93,8.67,0
TR-0433,2026-04-29,SKU-SILVER-001,SKU-ORANGE-001,18L,18L,0.3,2,0,0.7,day,2,23.09,39253.07,2.72,35887.32,8.3,10.5,1
TR-0434,2026-04-30,SKU-GRAY-001,SKU-PURPLE-001,4L,18L,0.9,4,0,1.0,day,3,21.84,74261.97,2.72,34298.6,11.99,9.93,0
TR-0435,2026-05-01,SKU-IVORY-001,SKU-WHITE-001,18L,1L,0.3,3,0,0.3,night,4,17.19,43833.95,1.96,23377.91,11.56,7.81,0
TR-0436,2026-05-02,SKU-GOLD-001,SKU-WHITE-001,18L,18L,0.9,2,1,1.0,day,5,24.14,41038.81,2.88,37224.25,8.39,10.97,1
TR-0437,2026-05-03,SKU-GREEN-001,SKU-SILVER-001,1L,18L,0.9,3,2,1.0,day,6,27.12,69156.62,3.34,41016.67,12.47,12.33,0
TR-0438,2026-05-04,SKU-WHITE-001,SKU-YELLOW-001,18L,4L,0.9,4,4,0.3,day,0,22.78,77440.22,2.64,35488.32,12.07,10.35,0
TR-0439,2026-05-05,SKU-GRAY-001,SKU-ORANGE-001,18L,1L,0.6,5,5,1.0,day,1,19.36,82288.43,2.15,31142.52,11.76,8.8,0
TR-0440,2026-05-06,SKU-SILVER-001,SKU-YELLOW-001,1L,1L,0.9,4,3,1.0,night,2,20.65,70209.42,2.27,32781.6,8.08,9.39,1
TR-0441,2026-05-07,SKU-GREEN-001,SKU-WHITE-001,18L,18L,0.6,4,0,1.0,day,3,23.35,79401.76,3.1,36222.59,8.32,10.62,0
TR-0442,2026-05-08,SKU-GRAY-001,SKU-GRAY-001,1L,1L,0.9,4,2,0.7,night,4,11.24,38213.95,1.23,15804.69,7.22,5.11,0
TR-0443,2026-05-09,SKU-GOLD-001,SKU-GREEN-001,18L,1L,0.9,4,2,0.7,day,5,27.09,92100.2,3.27,40976.01,12.46,12.31,1
TR-0444,2026-05-10,SKU-YELLOW-001,SKU-IVORY-001,4L,4L,0.6,2,2,0.7,night,6,16.56,28154.2,1.87,27578.01,7.71,7.53,0
TR-0445,2026-05-11,SKU-GREEN-001,SKU-BLACK-001,4L,1L,0.3,3,2,1.0,day,0,23.82,60737.89,2.98,36814.81,12.17,10.83,0
TR-0446,2026-05-12,SKU-PURPLE-001,SKU-BLACK-001,1L,18L,0.3,5,2,1.0,night,1,20.32,86374.23,2.41,32366.08,11.85,9.24,0
TR-0447,2026-05-13,SKU-SILVER-001,SKU-SILVER-001,1L,1L,0.6,2,0,1.0,night,2,9.77,16615.92,1.07,13939.72,7.09,4.44,0
TR-0448,2026-05-14,SKU-ORANGE-001,SKU-GREEN-001,1L,18L,0.6,2,4,1.0,day,3,20.47,34803.03,2.41,32555.74,11.86,9.31,0
TR-0449,2026-05-15,SKU-SILVER-001,SKU-YELLOW-001,1L,1L,0.3,5,6,0.7,day,4,22.94,97505.98,2.53,35699.65,8.29,10.43,1
TR-0450,2026-04-01,SKU-GOLD-001,SKU-BLACK-001,18L,1L,0.3,4,4,0.3,night,2,35.34,120170.01,4.54,51483.43,13.21,16.07,1
TR-0451,2026-04-02,SKU-WHITE-001,SKU-SILVER-001,1L,1L,0.3,5,2,0.3,day,3,25.4,107950.32,2.95,38827.37,8.51,11.55,0
TR-0452,2026-04-03,SKU-GOLD-001,SKU-WHITE-001,18L,18L,0.9,3,2,1.0,night,4,24.22,61759.75,2.89,37324.83,8.4,11.01,1
TR-0453,2026-04-04,SKU-WHITE-001,SKU-PURPLE-001,18L,4L,0.9,2,4,1.0,night,5,30.04,51063.89,4.02,44729.65,12.73,13.65,0
TR-0454,2026-04-05,SKU-GREEN-001,SKU-YELLOW-001,4L,1L,0.3,2,7,1.0,day,6,25.32,43046.99,3.16,38727.69,12.3,11.51,0
TR-0455,2026-04-06,SKU-GOLD-001,SKU-GRAY-001,18L,1L,0.6,5,3,0.3,night,0,27.21,115643.76,3.14,41131.29,12.47,12.37,1
TR-0456,2026-04-07,SKU-GRAY-001,SKU-GRAY-001,1L,4L,0.6,2,0,0.3,night,1,14.74,25056.25,1.61,20258.69,11.34,6.7,0
TR-0457,2026-04-08,SKU-ORANGE-001,SKU-PURPLE-001,4L,4L,0.3,4,4,1.0,night,2,21.41,72777.89,2.7,33743.06,8.15,9.73,0
TR-0458,2026-04-09,SKU-GRAY-001,SKU-BLACK-001,4L,18L,0.3,4,7,0.7,night,3,29.18,99209.48,3.71,43637.24,12.65,13.26,0
TR-0459,2026-04-10,SKU-SILVER-001,SKU-GRAY-001,1L,1L,0.6,3,3,0.7,day,4,24.55,62606.99,2.91,37747.7,8.43,11.16,1
TR-0460,2026-04-11,SKU-GOLD-001,SKU-ORANGE-001,4L,1L,0.3,3,7,1.0,day,5,26.23,66879.68,2.99,39880.23,12.38,11.92,1
TR-0461,2026-04-12,SKU-ORANGE-001,SKU-GOLD-001,18L,1L,0.9,3,4,0.3,day,6,27.1,69102.0,3.09,40989.41,12.46,12.32,0
TR-0462,2026-04-13,SKU-PURPLE-001,SKU-PURPLE-001,18L,4L,0.3,4,4,0.7,day,0,15.25,51837.53,1.66,20904.42,11.39,6.93,0
TR-0463,2026-04-14,SKU-YELLOW-001,SKU-BLACK-001,18L,1L,0.6,5,1,1.0,night,1,29.66,126067.17,4.01,44252.74,12.7,13.48,0
TR-0464,2026-04-15,SKU-RED-001,SKU-SILVER-001,18L,4L,0.3,4,0,0.3,day,2,29.23,99367.98,3.5,43696.57,12.66,13.28,0
TR-0465,2026-04-16,SKU-YELLOW-001,SKU-IVORY-001,4L,1L,0.3,5,6,0.3,day,3,22.53,95738.8,2.52,35170.44,12.05,10.24,0
TR-0466,2026-04-17,SKU-PURPLE-001,SKU-WHITE-001,1L,4L,0.9,3,4,0.7,day,4,30.82,78591.09,4.11,45725.5,12.8,14.01,1
TR-0467,2026-04-18,SKU-GOLD-001,SKU-ORANGE-001,1L,4L,0.6,5,1,0.3,night,5,25.93,110215.85,2.96,39505.82,12.36,11.79,1
TR-0468,2026-04-19,SKU-PURPLE-001,SKU-ORANGE-001,18L,4L,0.3,4,3,0.7,night,6,24.85,84500.56,3.08,38131.23,12.26,11.3,0
TR-0469,2026-04-20,SKU-SILVER-001,SKU-GREEN-001,1L,18L,0.3,5,0,1.0,night,0,27.64,117483.5,3.39,41682.22,12.51,12.57,1
TR-0470,2026-04-21,SKU-RED-001,SKU-WHITE-001,18L,18L,0.3,4,3,0.3,night,1,26.28,89341.32,3.36,39943.28,8.59,11.94,0
TR-0471,2026-04-22,SKU-GRAY-001,SKU-GRAY-001,4L,1L,0.9,3,6,0.3,night,2,16.36,41730.33,1.79,22327.97,11.49,7.44,0
TR-0472,2026-04-23,SKU-YELLOW-001,SKU-ORANGE-001,1L,18L,0.6,4,3,1.0,night,3,21.56,73288.73,2.57,33934.28,11.96,9.8,0
TR-0473,2026-04-24,SKU-BLUE-001,SKU-GREEN-001,4L,4L,0.9,2,5,0.7,night,4,18.55,31532.98,2.16,30107.58,7.89,8.43,0
TR-0474,2026-04-25,SKU-ORANGE-001,SKU-PURPLE-001,1L,18L,0.3,4,4,0.3,night,5,26.22,89133.15,3.23,39865.35,12.38,11.92,0
TR-0475,2026-04-26,SKU-ORANGE-001,SKU-WHITE-001,1L,4L,0.3,3,4,1.0,day,6,24.81,63274.14,3.08,38080.68,12.26,11.28,0
TR-0476,2026-04-27,SKU-GOLD-001,SKU-WHITE-001,4L,1L,0.9,3,0,0.3,night,0,28.67,73104.53,3.37,42987.11,12.61,13.03,1
TR-0477,2026-04-28,SKU-BLUE-001,SKU-BLACK-001,18L,1L,0.9,5,4,1.0,day,1,21.31,90585.55,2.57,33627.22,11.94,9.69,0
TR-0478,2026-04-29,SKU-WHITE-001,SKU-WHITE-001,1L,1L,0.6,3,7,1.0,night,2,12.89,32881.47,1.41,17911.43,7.37,5.86,0
TR-0479,2026-04-30,SKU-ORANGE-001,SKU-SILVER-001,4L,4L,0.6,3,2,0.7,day,3,22.98,58592.89,2.71,35744.22,8.29,10.44,0
TR-0480,2026-05-01,SKU-GRAY-001,SKU-IVORY-001,1L,18L,0.6,4,2,1.0,day,4,22.19,75437.32,2.74,34738.57,12.02,10.09,0
TR-0481,2026-05-02,SKU-IVORY-001,SKU-WHITE-001,18L,1L,0.3,3,1,0.7,day,5,15.75,40157.74,1.81,21543.08,11.43,7.16,0
TR-0482,2026-05-03,SKU-GRAY-001,SKU-BLUE-001,4L,4L,0.3,2,0,0.3,day,6,21.25,36120.46,2.6,33542.06,8.13,9.66,0
TR-0483,2026-05-04,SKU-ORANGE-001,SKU-BLUE-001,4L,1L,0.3,4,4,0.3,night,0,25.17,85594.96,3.06,38540.89,12.29,11.44,0
TR-0484,2026-05-05,SKU-YELLOW-001,SKU-GRAY-001,1L,18L,0.9,3,7,0.7,day,1,23.62,60237.9,2.83,36565.26,12.15,10.74,0
TR-0485,2026-05-06,SKU-BLACK-001,SKU-BLACK-001,4L,18L,0.6,3,7,0.7,night,2,16.01,40832.51,1.75,21879.86,11.46,7.28,0
